comp_id,market,address,sale_date,sale_price,bedrooms,bathrooms,square_feet,unit_count,cap_rate,price_per_unit,distance_miles,condition_score,source,confidence,notes
SC-0264,"Jacksonville, FL",463 Fixture Sale Ave,2024-12-15,6766400.0,24,24,25344,8,0.0618,845800.0,0.92,7.7,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0265,"San Antonio, TX",464 Fixture Sale Ave,2025-01-15,1890400.0,24,16,7800,8,0.0843,236300.0,4.0,9.5,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0266,"Raleigh, NC",465 Fixture Sale Ave,2026-02-15,1697700.0,8,6.0,6916,4,0.0838,424425.0,0.16,5.4,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0267,"Cleveland, OH",466 Fixture Sale Ave,2020-03-15,511300.0,4,2.5,1941,1,0.0703,511300.0,3.37,6.7,synthetic_fixture,0.55,Synthetic sale comp for v5 UI and validation workflows.
SC-0268,"Phoenix, AZ",467 Fixture Sale Ave,2021-04-15,592400.0,4,3,2756,1,0.0773,592400.0,7.67,4.7,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0269,"Tampa, FL",468 Fixture Sale Ave,2022-05-15,2799900.0,8,10.0,10196,4,0.068,699975.0,7.61,9.2,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0270,"Kansas City, MO",469 Fixture Sale Ave,2023-06-15,645200.0,1,2,2762,1,0.0763,645200.0,4.67,9.0,synthetic_fixture,0.56,Synthetic sale comp for v5 UI and validation workflows.
SC-0271,"Columbus, OH",470 Fixture Sale Ave,2024-07-15,1086200.0,16,4,6752,4,0.0766,271550.0,1.15,4.5,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0272,"Charlotte, NC",471 Fixture Sale Ave,2025-08-15,579300.0,2,1,2696,1,0.0631,579300.0,2.76,6.6,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0273,"Atlanta, GA",472 Fixture Sale Ave,2026-09-15,1387300.0,8,12,8456,4,0.0784,346825.0,6.7,5.1,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0274,"Indianapolis, IN",473 Fixture Sale Ave,2020-10-15,3705500.0,24,8,18688,8,0.0901,463187.5,6.83,6.3,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0275,"Dallas, TX",474 Fixture Sale Ave,2021-11-15,2824200.0,24,20.0,22248,8,0.0502,353025.0,3.32,8.6,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0276,"Jacksonville, FL",475 Fixture Sale Ave,2022-12-15,449800.0,3,1,2425,1,0.0716,449800.0,4.26,8.1,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0277,"San Antonio, TX",476 Fixture Sale Ave,2023-01-15,524100.0,12,8,3028,4,0.0506,131025.0,4.19,8.7,synthetic_fixture,0.58,Synthetic sale comp for v5 UI and validation workflows.
SC-0278,"Raleigh, NC",477 Fixture Sale Ave,2024-02-15,533300.0,2,1.5,3104,1,0.0512,533300.0,9.07,9.1,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0279,"Cleveland, OH",478 Fixture Sale Ave,2025-03-15,1011100.0,2,6,4634,2,0.051,505550.0,9.49,7.5,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0280,"Phoenix, AZ",479 Fixture Sale Ave,2026-04-15,5272600.0,24,24,20376,8,0.0845,659075.0,7.03,6.1,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0281,"Tampa, FL",480 Fixture Sale Ave,2020-05-15,1123100.0,8,3.0,5704,2,0.049,561550.0,4.31,5.2,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0282,"Kansas City, MO",481 Fixture Sale Ave,2021-06-15,578100.0,8,10.0,3632,4,0.0718,144525.0,8.32,5.0,synthetic_fixture,0.84,Synthetic sale comp for v5 UI and validation workflows.
SC-0283,"Columbus, OH",482 Fixture Sale Ave,2022-07-15,1525200.0,16,12.0,8168,8,0.0452,190650.0,1.29,6.7,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0284,"Charlotte, NC",483 Fixture Sale Ave,2023-08-15,228200.0,2,1,1153,1,0.0804,228200.0,1.0,8.5,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0285,"Atlanta, GA",484 Fixture Sale Ave,2024-09-15,742400.0,1,3,2611,1,0.0621,742400.0,3.52,8.5,synthetic_fixture,0.55,Synthetic sale comp for v5 UI and validation workflows.
SC-0286,"Indianapolis, IN",485 Fixture Sale Ave,2025-10-15,208500.0,4,1.5,1411,1,0.0614,208500.0,4.76,7.5,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0287,"Dallas, TX",486 Fixture Sale Ave,2026-11-15,1619600.0,12,6.0,8920,4,0.081,404900.0,5.26,8.4,synthetic_fixture,0.55,Synthetic sale comp for v5 UI and validation workflows.
SC-0288,"Jacksonville, FL",487 Fixture Sale Ave,2020-12-15,378000.0,2,3.0,1468,2,0.0852,189000.0,1.68,5.1,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0289,"San Antonio, TX",488 Fixture Sale Ave,2021-01-15,481700.0,2,2.5,1963,1,0.0593,481700.0,6.98,6.1,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0290,"Raleigh, NC",489 Fixture Sale Ave,2022-02-15,564600.0,4,4,2442,2,0.0844,282300.0,0.9,7.1,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0291,"Cleveland, OH",490 Fixture Sale Ave,2023-03-15,209900.0,1,2.5,752,1,0.0853,209900.0,6.76,8.0,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0292,"Phoenix, AZ",491 Fixture Sale Ave,2024-04-15,1153500.0,12,6.0,5072,4,0.0882,288375.0,9.68,8.8,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0293,"Tampa, FL",492 Fixture Sale Ave,2025-05-15,274600.0,1,2.5,1370,1,0.0678,274600.0,6.07,8.5,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0294,"Kansas City, MO",493 Fixture Sale Ave,2026-06-15,1758200.0,8,10.0,9744,4,0.0756,439550.0,9.39,5.7,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0295,"Columbus, OH",494 Fixture Sale Ave,2020-07-15,242400.0,3,3,1708,1,0.0692,242400.0,3.43,5.1,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0296,"Charlotte, NC",495 Fixture Sale Ave,2021-08-15,853800.0,12,4,3604,4,0.0841,213450.0,4.96,5.2,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0297,"Atlanta, GA",496 Fixture Sale Ave,2022-09-15,259000.0,2,2,1140,1,0.0798,259000.0,1.35,7.8,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0298,"Indianapolis, IN",497 Fixture Sale Ave,2023-10-15,919800.0,2,6,4796,2,0.0747,459900.0,0.57,8.4,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0299,"Dallas, TX",498 Fixture Sale Ave,2024-11-15,164100.0,4,3,923,1,0.0479,164100.0,7.92,4.7,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0300,"Jacksonville, FL",499 Fixture Sale Ave,2025-12-15,1154600.0,12,12,8200,4,0.0734,288650.0,5.05,4.9,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0301,"San Antonio, TX",500 Fixture Sale Ave,2026-01-15,2695900.0,16,8,13392,8,0.0876,336987.5,0.83,4.7,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0302,"Raleigh, NC",501 Fixture Sale Ave,2020-02-15,2026700.0,4,6.0,10936,4,0.0638,506675.0,0.94,8.7,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0303,"Cleveland, OH",502 Fixture Sale Ave,2021-03-15,508700.0,4,3.0,2526,2,0.078,254350.0,8.07,6.1,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0304,"Phoenix, AZ",503 Fixture Sale Ave,2022-04-15,848000.0,2,3.0,3602,2,0.0714,424000.0,5.66,5.4,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0305,"Tampa, FL",504 Fixture Sale Ave,2023-05-15,421000.0,3,2.5,1748,1,0.0676,421000.0,8.11,6.3,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0306,"Kansas City, MO",505 Fixture Sale Ave,2024-06-15,602100.0,4,2,2921,1,0.0744,602100.0,0.26,8.1,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0307,"Columbus, OH",506 Fixture Sale Ave,2025-07-15,801200.0,3,3,3086,1,0.0613,801200.0,4.06,6.4,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0308,"Charlotte, NC",507 Fixture Sale Ave,2026-08-15,703000.0,3,3,3011,1,0.0806,703000.0,3.9,4.1,synthetic_fixture,0.59,Synthetic sale comp for v5 UI and validation workflows.
SC-0309,"Atlanta, GA",508 Fixture Sale Ave,2020-09-15,298300.0,8,2,2112,2,0.0645,149150.0,1.15,8.3,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0310,"Indianapolis, IN",509 Fixture Sale Ave,2021-10-15,789400.0,16,12,3360,4,0.047,197350.0,9.37,4.7,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0311,"Dallas, TX",510 Fixture Sale Ave,2022-11-15,440100.0,2,3,1615,1,0.0892,440100.0,1.09,4.4,synthetic_fixture,0.55,Synthetic sale comp for v5 UI and validation workflows.
SC-0312,"Jacksonville, FL",511 Fixture Sale Ave,2023-12-15,3570600.0,32,20.0,19584,8,0.091,446325.0,4.48,9.2,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0313,"San Antonio, TX",512 Fixture Sale Ave,2024-01-15,1067100.0,12,12,6460,4,0.0555,266775.0,8.97,6.0,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0314,"Raleigh, NC",513 Fixture Sale Ave,2025-02-15,949600.0,4,8,4448,4,0.0641,237400.0,8.59,6.7,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0315,"Cleveland, OH",514 Fixture Sale Ave,2026-03-15,573700.0,4,1,3112,1,0.0599,573700.0,3.97,6.5,synthetic_fixture,0.78,Synthetic sale comp for v5 UI and validation workflows.
SC-0316,"Phoenix, AZ",515 Fixture Sale Ave,2020-04-15,363800.0,1,3,2307,1,0.0895,363800.0,9.95,5.5,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0317,"Tampa, FL",516 Fixture Sale Ave,2021-05-15,4590600.0,16,8,23048,8,0.0805,573825.0,5.22,6.8,synthetic_fixture,0.75,Synthetic sale comp for v5 UI and validation workflows.
SC-0318,"Kansas City, MO",517 Fixture Sale Ave,2022-06-15,232500.0,1,1.5,1358,1,0.0905,232500.0,8.03,6.3,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0319,"Columbus, OH",518 Fixture Sale Ave,2023-07-15,321700.0,4,3,1995,1,0.087,321700.0,6.9,7.1,synthetic_fixture,0.75,Synthetic sale comp for v5 UI and validation workflows.
SC-0320,"Charlotte, NC",519 Fixture Sale Ave,2024-08-15,392700.0,6,5.0,1514,2,0.0507,196350.0,3.22,8.3,synthetic_fixture,0.84,Synthetic sale comp for v5 UI and validation workflows.
SC-0321,"Atlanta, GA",520 Fixture Sale Ave,2025-09-15,103500.0,1,1,867,1,0.0662,103500.0,5.24,9.2,synthetic_fixture,0.65,Synthetic sale comp for v5 UI and validation workflows.
SC-0322,"Indianapolis, IN",521 Fixture Sale Ave,2026-10-15,1465900.0,16,8,6596,4,0.0565,366475.0,4.08,7.1,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0323,"Dallas, TX",522 Fixture Sale Ave,2020-11-15,646900.0,1,1.5,2971,1,0.05,646900.0,5.36,9.2,synthetic_fixture,0.69,Synthetic sale comp for v5 UI and validation workflows.
SC-0324,"Jacksonville, FL",523 Fixture Sale Ave,2021-12-15,433000.0,1,1.5,2844,1,0.0901,433000.0,3.57,4.7,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0325,"San Antonio, TX",524 Fixture Sale Ave,2022-01-15,498600.0,2,2,2834,2,0.0491,249300.0,9.04,7.6,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0326,"Raleigh, NC",525 Fixture Sale Ave,2023-02-15,1050000.0,2,6,6324,2,0.0588,525000.0,6.65,5.6,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0327,"Cleveland, OH",526 Fixture Sale Ave,2024-03-15,1152400.0,2,3.0,6026,2,0.0807,576200.0,1.48,7.1,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0328,"Phoenix, AZ",527 Fixture Sale Ave,2025-04-15,1896400.0,16,4,10468,4,0.0917,474100.0,3.93,4.9,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0329,"Tampa, FL",528 Fixture Sale Ave,2026-05-15,4301400.0,8,12.0,16088,8,0.0817,537675.0,8.33,4.1,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0330,"Kansas City, MO",529 Fixture Sale Ave,2020-06-15,4380600.0,32,16,21008,8,0.0586,547575.0,7.03,5.1,synthetic_fixture,0.75,Synthetic sale comp for v5 UI and validation workflows.
SC-0331,"Columbus, OH",530 Fixture Sale Ave,2021-07-15,2218600.0,16,24,12040,8,0.0762,277325.0,6.37,8.8,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0332,"Charlotte, NC",531 Fixture Sale Ave,2022-08-15,259400.0,4,1.5,1438,1,0.069,259400.0,8.79,6.6,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0333,"Atlanta, GA",532 Fixture Sale Ave,2023-09-15,768900.0,6,2,5980,2,0.0555,384450.0,8.27,4.6,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0334,"Indianapolis, IN",533 Fixture Sale Ave,2024-10-15,2391400.0,32,20.0,19192,8,0.0641,298925.0,4.58,4.4,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0335,"Dallas, TX",534 Fixture Sale Ave,2025-11-15,5171100.0,8,12.0,23704,8,0.0478,646387.5,1.65,9.3,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0336,"Jacksonville, FL",535 Fixture Sale Ave,2026-12-15,802100.0,6,6,4986,2,0.0743,401050.0,9.09,5.3,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0337,"San Antonio, TX",536 Fixture Sale Ave,2020-01-15,282500.0,4,2.5,2410,1,0.0699,282500.0,1.2,8.8,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0338,"Raleigh, NC",537 Fixture Sale Ave,2021-02-15,4794300.0,16,20.0,21064,8,0.0602,599287.5,7.53,6.6,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0339,"Cleveland, OH",538 Fixture Sale Ave,2022-03-15,1579300.0,16,10.0,7416,4,0.0896,394825.0,7.01,4.5,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0340,"Phoenix, AZ",539 Fixture Sale Ave,2023-04-15,628400.0,4,4,3274,2,0.0658,314200.0,3.07,8.4,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0341,"Tampa, FL",540 Fixture Sale Ave,2024-05-15,3220100.0,24,12.0,23024,8,0.0789,402512.5,6.58,9.2,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0342,"Kansas City, MO",541 Fixture Sale Ave,2025-06-15,294400.0,3,1,1160,1,0.0808,294400.0,1.12,4.6,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0343,"Columbus, OH",542 Fixture Sale Ave,2026-07-15,1714100.0,12,4,6888,4,0.06,428525.0,4.34,8.0,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0344,"Charlotte, NC",543 Fixture Sale Ave,2020-08-15,276500.0,4,3,2208,1,0.0454,276500.0,6.12,5.1,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0345,"Atlanta, GA",544 Fixture Sale Ave,2021-09-15,472200.0,4,2,3087,1,0.078,472200.0,1.86,6.7,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0346,"Indianapolis, IN",545 Fixture Sale Ave,2022-10-15,573100.0,12,8,3644,4,0.0627,143275.0,6.91,8.7,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0347,"Dallas, TX",546 Fixture Sale Ave,2023-11-15,1649000.0,24,12.0,10536,8,0.0581,206125.0,3.28,4.3,synthetic_fixture,0.58,Synthetic sale comp for v5 UI and validation workflows.
SC-0348,"Jacksonville, FL",547 Fixture Sale Ave,2024-12-15,1366300.0,4,5.0,5254,2,0.054,683150.0,5.48,8.5,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0349,"San Antonio, TX",548 Fixture Sale Ave,2025-01-15,512400.0,2,2.5,1803,1,0.0492,512400.0,1.19,6.9,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0350,"Raleigh, NC",549 Fixture Sale Ave,2026-02-15,753200.0,4,3,2794,1,0.089,753200.0,9.59,5.4,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0351,"Cleveland, OH",550 Fixture Sale Ave,2020-03-15,352300.0,1,1.5,1583,1,0.0772,352300.0,3.51,9.5,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0352,"Phoenix, AZ",551 Fixture Sale Ave,2021-04-15,1081100.0,4,12,5836,4,0.0916,270275.0,1.97,4.7,synthetic_fixture,0.78,Synthetic sale comp for v5 UI and validation workflows.
SC-0353,"Tampa, FL",552 Fixture Sale Ave,2022-05-15,841800.0,1,1.5,3042,1,0.0889,841800.0,7.05,4.8,synthetic_fixture,0.84,Synthetic sale comp for v5 UI and validation workflows.
SC-0354,"Kansas City, MO",553 Fixture Sale Ave,2023-06-15,337600.0,2,3,2304,1,0.0568,337600.0,7.35,9.0,synthetic_fixture,0.69,Synthetic sale comp for v5 UI and validation workflows.
SC-0355,"Columbus, OH",554 Fixture Sale Ave,2024-07-15,716400.0,4,4,4414,2,0.0703,358200.0,5.35,9.1,synthetic_fixture,0.64,Synthetic sale comp for v5 UI and validation workflows.
SC-0356,"Charlotte, NC",555 Fixture Sale Ave,2025-08-15,176600.0,4,4,1428,2,0.0639,88300.0,0.38,9.0,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0357,"Atlanta, GA",556 Fixture Sale Ave,2026-09-15,482500.0,3,2,2465,1,0.0859,482500.0,0.19,9.4,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0358,"Indianapolis, IN",557 Fixture Sale Ave,2020-10-15,3182400.0,8,20.0,18056,8,0.0839,397800.0,5.09,7.9,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0359,"Dallas, TX",558 Fixture Sale Ave,2021-11-15,209800.0,3,1,1497,1,0.0697,209800.0,1.81,7.0,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0360,"Jacksonville, FL",559 Fixture Sale Ave,2022-12-15,750900.0,4,4,4560,2,0.0656,375450.0,0.6,7.7,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0361,"San Antonio, TX",560 Fixture Sale Ave,2023-01-15,1708900.0,16,16,11328,8,0.0706,213612.5,1.85,7.3,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0362,"Raleigh, NC",561 Fixture Sale Ave,2024-02-15,901100.0,4,5.0,4636,2,0.0548,450550.0,4.03,5.3,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0363,"Cleveland, OH",562 Fixture Sale Ave,2025-03-15,558300.0,8,3.0,4572,2,0.08,279150.0,9.68,4.8,synthetic_fixture,0.84,Synthetic sale comp for v5 UI and validation workflows.
SC-0364,"Phoenix, AZ",563 Fixture Sale Ave,2026-04-15,362700.0,4,2,1549,1,0.0736,362700.0,5.2,8.5,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0365,"Tampa, FL",564 Fixture Sale Ave,2020-05-15,1571000.0,4,10.0,7408,4,0.0829,392750.0,2.47,8.7,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0366,"Kansas City, MO",565 Fixture Sale Ave,2021-06-15,450300.0,1,1,1636,1,0.0632,450300.0,2.43,6.1,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0367,"Columbus, OH",566 Fixture Sale Ave,2022-07-15,459900.0,3,2,2846,1,0.0484,459900.0,7.53,6.9,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0368,"Charlotte, NC",567 Fixture Sale Ave,2023-08-15,2534800.0,24,8,17992,8,0.0809,316850.0,1.13,4.0,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0369,"Atlanta, GA",568 Fixture Sale Ave,2024-09-15,497300.0,16,4,4104,4,0.0798,124325.0,7.92,5.0,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0370,"Indianapolis, IN",569 Fixture Sale Ave,2025-10-15,356200.0,1,1,1913,1,0.0658,356200.0,6.16,5.8,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0371,"Dallas, TX",570 Fixture Sale Ave,2026-11-15,2443000.0,32,12.0,9064,8,0.0874,305375.0,2.85,9.3,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0372,"Jacksonville, FL",571 Fixture Sale Ave,2020-12-15,2436500.0,12,10.0,11740,4,0.0861,609125.0,2.29,8.6,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0373,"San Antonio, TX",572 Fixture Sale Ave,2021-01-15,1060900.0,8,8,8520,4,0.0522,265225.0,2.19,6.9,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0374,"Raleigh, NC",573 Fixture Sale Ave,2022-02-15,901900.0,2,5.0,3482,2,0.0486,450950.0,0.77,9.1,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0375,"Cleveland, OH",574 Fixture Sale Ave,2023-03-15,502600.0,2,1.5,2812,1,0.0761,502600.0,0.35,5.9,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0376,"Phoenix, AZ",575 Fixture Sale Ave,2024-04-15,461100.0,1,2,2443,1,0.0704,461100.0,2.42,5.2,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0377,"Tampa, FL",576 Fixture Sale Ave,2025-05-15,672400.0,3,2.5,2746,1,0.072,672400.0,3.24,5.4,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0378,"Kansas City, MO",577 Fixture Sale Ave,2026-06-15,815100.0,2,2,3005,1,0.0804,815100.0,5.83,4.9,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0379,"Columbus, OH",578 Fixture Sale Ave,2020-07-15,772300.0,1,2,2779,1,0.0819,772300.0,1.89,6.8,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0380,"Charlotte, NC",579 Fixture Sale Ave,2021-08-15,339300.0,8,5.0,2536,2,0.0707,169650.0,1.29,8.5,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0381,"Atlanta, GA",580 Fixture Sale Ave,2022-09-15,948400.0,4,8,5520,4,0.0807,237100.0,4.82,5.3,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0382,"Indianapolis, IN",581 Fixture Sale Ave,2023-10-15,794400.0,6,3.0,6316,2,0.0475,397200.0,8.2,7.8,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0383,"Dallas, TX",582 Fixture Sale Ave,2024-11-15,274600.0,4,1.5,1389,1,0.0821,274600.0,2.47,5.3,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0384,"Jacksonville, FL",583 Fixture Sale Ave,2025-12-15,435700.0,4,5.0,1786,2,0.0752,217850.0,3.61,5.2,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0385,"San Antonio, TX",584 Fixture Sale Ave,2026-01-15,688100.0,6,6,2664,2,0.0459,344050.0,2.33,4.1,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0386,"Raleigh, NC",585 Fixture Sale Ave,2020-02-15,358200.0,8,3.0,2186,2,0.084,179100.0,5.95,4.3,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0387,"Cleveland, OH",586 Fixture Sale Ave,2021-03-15,578800.0,3,3,2062,1,0.0852,578800.0,6.64,5.8,synthetic_fixture,0.56,Synthetic sale comp for v5 UI and validation workflows.
SC-0388,"Phoenix, AZ",587 Fixture Sale Ave,2022-04-15,495700.0,4,5.0,2364,2,0.0679,247850.0,1.14,7.4,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0389,"Tampa, FL",588 Fixture Sale Ave,2023-05-15,683600.0,4,6,3506,2,0.05,341800.0,0.81,4.7,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0390,"Kansas City, MO",589 Fixture Sale Ave,2024-06-15,122400.0,3,2,821,1,0.0635,122400.0,6.83,6.8,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0391,"Columbus, OH",590 Fixture Sale Ave,2025-07-15,3176900.0,32,12.0,18576,8,0.0675,397112.5,7.83,7.3,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0392,"Charlotte, NC",591 Fixture Sale Ave,2026-08-15,346600.0,4,2.5,2512,1,0.0793,346600.0,7.7,8.7,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0393,"Atlanta, GA",592 Fixture Sale Ave,2020-09-15,315100.0,2,6,2248,2,0.0451,157550.0,4.42,7.3,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0394,"Indianapolis, IN",593 Fixture Sale Ave,2021-10-15,555900.0,2,3,2156,1,0.0769,555900.0,5.9,5.6,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0395,"Dallas, TX",594 Fixture Sale Ave,2022-11-15,3374500.0,8,20.0,13688,8,0.0459,421812.5,4.02,8.3,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
