deal_id,as_of_date,market,property_type,units,purchase_price,rehab_budget,monthly_rent,vacancy_rate,taxes_annual,insurance_annual,repairs_annual,capex_annual,management_rate,loan_amount,interest_rate,actual_year1_noi,actual_year1_occupancy,actual_3yr_appreciation,exit_status,notes
HD-0608,2023-Q4,"Charlotte, NC",triplex,3,366532,10000,2570.62,0.0385,7912.8,3389.05,6133.12,3626.05,0.08,245697.32,0.0523,7216.28,0.9795,0.1057,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0609,2024-Q1,"Atlanta, GA",fourplex,4,501811,40000,2573.81,0.0513,8107.48,2580.02,8511.62,9062.01,0.08,411000.17,0.0812,-1489.33,0.9816,0.0545,held,Synthetic fixture for model validation and backtesting examples.
HD-0610,2018-Q2,"Indianapolis, IN",small_multifamily,8,500997,25000,7394.96,0.0778,4651.44,3704.62,15003.11,8850.36,0.08,294796.28,0.0677,47644.77,0.9218,0.1281,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0611,2019-Q3,"Dallas, TX",single_family,1,743335,90000,1186.26,0.0722,11611.35,5319.48,1446.35,1871.55,0.08,497994.88,0.0491,-8307.58,0.9581,0.0976,held,Synthetic fixture for model validation and backtesting examples.
HD-0612,2020-Q4,"Jacksonville, FL",duplex,2,757705,25000,2241.14,0.057,15216.37,4111.58,2551.84,2181.13,0.08,470800.01,0.0666,-674.41,0.9772,0.1119,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0613,2021-Q1,"San Antonio, TX",triplex,3,538571,90000,2833.45,0.0562,10612.18,3756.46,2705.88,4367.82,0.08,433202.77,0.0612,6868.55,0.9249,0.1316,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0614,2022-Q2,"Raleigh, NC",fourplex,4,430101,25000,2948.11,0.1187,7370.82,1534.45,5590.71,8275.05,0.08,279581.59,0.0574,4881.75,0.8498,0.1172,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0615,2023-Q3,"Cleveland, OH",small_multifamily,8,830536,65000,6613.09,0.0864,9700.72,5294.0,10831.75,9810.16,0.08,622266.91,0.0773,29894.91,0.9031,0.0538,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0616,2024-Q4,"Phoenix, AZ",single_family,1,687275,5000,1283.5,0.1043,7758.95,4950.29,2220.7,1188.65,0.08,425659.25,0.0592,-3901.91,0.8707,0.1652,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0617,2018-Q1,"Tampa, FL",duplex,2,370494,5000,1672.29,0.0898,5273.08,3041.01,2184.42,4201.42,0.08,207539.8,0.0523,2016.38,0.9313,-0.047,held,Synthetic fixture for model validation and backtesting examples.
HD-0618,2019-Q2,"Kansas City, MO",triplex,3,300864,10000,1819.4,0.0471,5161.62,1079.42,6758.72,7296.56,0.08,178578.3,0.0733,-1088.94,0.924,0.1322,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0619,2020-Q3,"Columbus, OH",fourplex,4,880192,25000,3423.96,0.0757,10711.51,6190.32,5097.76,7079.12,0.08,502270.96,0.0505,5954.49,0.8956,-0.0492,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0620,2021-Q4,"Charlotte, NC",small_multifamily,8,665208,5000,5709.22,0.065,8467.43,6313.48,14865.48,15990.61,0.08,478807.17,0.0788,13256.7,0.9031,0.2172,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0621,2022-Q1,"Atlanta, GA",single_family,1,480503,15000,935.17,0.0656,10100.72,1946.63,960.69,1141.76,0.08,321375.58,0.06,-3986.29,0.9444,0.0476,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0622,2023-Q2,"Indianapolis, IN",duplex,2,520947,15000,1786.78,0.0774,7188.27,2722.0,4339.56,4355.79,0.08,392011.42,0.0774,-476.3,0.9082,0.1533,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0623,2024-Q3,"Dallas, TX",triplex,3,664573,25000,3109.96,0.0757,6562.71,4822.13,6730.26,4036.69,0.08,393610.21,0.0818,8485.58,0.9238,0.0355,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0624,2018-Q4,"Jacksonville, FL",fourplex,4,794667,65000,3877.31,0.0891,8579.92,7657.57,8760.99,6052.39,0.08,581434.08,0.0668,7919.51,0.9017,0.0809,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0625,2019-Q1,"San Antonio, TX",small_multifamily,8,1039184,65000,6711.11,0.0939,19461.51,8386.33,9834.16,7236.69,0.08,859715.7,0.0496,22681.69,0.8709,0.2073,held,Synthetic fixture for model validation and backtesting examples.
HD-0626,2020-Q2,"Raleigh, NC",single_family,1,551317,15000,1441.27,0.1046,7073.98,2446.14,2094.64,2454.91,0.08,430389.25,0.057,198.55,0.8648,-0.0632,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0627,2021-Q3,"Cleveland, OH",duplex,2,370026,25000,1930.98,0.0711,3590.39,1550.06,3428.5,3325.85,0.08,271226.0,0.0542,6902.3,0.8951,-0.0376,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0628,2022-Q4,"Phoenix, AZ",triplex,3,851831,90000,2580.9,0.0505,15900.49,7123.6,5633.97,4137.64,0.08,607151.52,0.0601,-6323.09,0.9184,0.1286,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0629,2023-Q1,"Tampa, FL",fourplex,4,352915,65000,3414.29,0.0778,3226.09,3145.33,7407.46,9206.25,0.08,283118.97,0.0764,13552.99,0.9161,0.0706,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0630,2024-Q2,"Kansas City, MO",small_multifamily,8,594417,15000,6352.97,0.1181,6316.71,2899.04,14133.29,10002.0,0.08,360926.95,0.0736,29111.01,0.8801,0.1725,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0631,2018-Q3,"Columbus, OH",single_family,1,609778,90000,1012.91,0.0666,8850.86,3204.06,1046.16,1480.32,0.08,510224.49,0.0601,-3755.08,0.8986,-0.0312,held,Synthetic fixture for model validation and backtesting examples.
HD-0632,2019-Q4,"Charlotte, NC",duplex,2,846116,5000,2114.26,0.0819,14637.01,3139.42,2553.67,4925.32,0.08,578676.55,0.0676,-4225.36,0.8856,-0.0663,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0633,2020-Q1,"Atlanta, GA",triplex,3,578595,5000,3070.48,0.1165,8969.85,3207.77,4340.69,4408.02,0.08,338361.89,0.0713,8474.74,0.8516,0.189,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0634,2021-Q2,"Indianapolis, IN",fourplex,4,447482,5000,3025.68,0.0848,8983.81,2410.04,4448.61,6563.88,0.08,340989.03,0.0521,8806.66,0.9367,0.1853,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0635,2022-Q3,"Dallas, TX",small_multifamily,8,598870,40000,6861.61,0.0904,12631.94,3425.06,15995.94,11539.47,0.08,404323.42,0.0772,24682.13,0.8887,0.1872,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0636,2023-Q4,"Jacksonville, FL",single_family,1,825037,40000,1078.33,0.0884,12761.5,7203.17,1099.67,2292.73,0.08,584627.72,0.081,-13771.67,0.908,-0.0538,held,Synthetic fixture for model validation and backtesting examples.
HD-0637,2024-Q1,"San Antonio, TX",duplex,2,397961,15000,1493.72,0.0659,4043.28,1856.37,3961.43,2625.42,0.08,272079.36,0.0574,3313.03,0.9693,0.1151,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0638,2018-Q2,"Raleigh, NC",triplex,3,851360,25000,3047.09,0.0691,17147.25,8055.07,3241.73,4460.31,0.08,652285.44,0.0804,-1516.74,0.9269,0.1247,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0639,2019-Q3,"Cleveland, OH",fourplex,4,334748,40000,2477.43,0.1022,6057.83,2391.84,4465.55,4273.91,0.08,238504.24,0.0678,8304.77,0.9113,-0.0131,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0640,2020-Q4,"Phoenix, AZ",small_multifamily,8,795887,25000,6394.14,0.1046,8291.99,3718.21,8413.5,19482.22,0.08,526432.63,0.0633,22475.43,0.9351,-0.0607,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0641,2021-Q1,"Tampa, FL",single_family,1,694917,10000,1380.54,0.0587,6600.09,3135.69,1557.95,1924.35,0.08,439616.5,0.05,1169.49,0.9645,0.0341,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0642,2022-Q2,"Kansas City, MO",duplex,2,716405,10000,2134.92,0.116,12814.86,3764.0,3579.92,2067.49,0.08,411094.08,0.0624,-1289.85,0.886,0.1337,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0643,2023-Q3,"Columbus, OH",triplex,3,527050,10000,2173.72,0.1116,7086.85,4424.92,3391.04,4376.53,0.08,347145.49,0.0647,2179.07,0.8768,-0.0318,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0644,2024-Q4,"Charlotte, NC",fourplex,4,888020,25000,3841.8,0.111,10284.41,7279.73,6839.54,4525.55,0.08,641610.63,0.0762,9516.79,0.8501,0.1676,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0645,2018-Q1,"Atlanta, GA",small_multifamily,8,910938,10000,5809.28,0.1023,16179.43,4744.36,15289.6,19849.45,0.08,706326.72,0.0773,1583.69,0.8655,0.1117,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0646,2019-Q2,"Indianapolis, IN",single_family,1,414242,65000,1146.29,0.0814,4622.66,2466.45,1387.32,2423.8,0.08,370694.28,0.068,598.0,0.9028,0.1641,held,Synthetic fixture for model validation and backtesting examples.
HD-0647,2020-Q3,"Dallas, TX",duplex,2,541876,40000,1674.79,0.0774,11914.57,3354.94,2784.84,4450.19,0.08,377023.83,0.0811,-5124.09,0.9169,0.1979,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0648,2021-Q4,"Jacksonville, FL",triplex,3,440488,40000,2561.13,0.0674,8803.68,3513.15,4537.47,4059.59,0.08,332827.6,0.0795,6156.36,0.8998,0.2186,held,Synthetic fixture for model validation and backtesting examples.
HD-0649,2022-Q1,"San Antonio, TX",fourplex,4,307224,40000,2512.21,0.0987,5256.52,2163.09,7147.74,6821.51,0.08,255331.25,0.071,4065.4,0.9054,-0.0164,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0650,2023-Q2,"Raleigh, NC",small_multifamily,8,550063,10000,7637.41,0.0648,10626.54,3584.02,17369.53,15454.2,0.08,409107.03,0.0621,36854.71,0.9179,0.1547,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0651,2024-Q3,"Cleveland, OH",single_family,1,462347,15000,1313.9,0.0703,5612.99,4323.51,1480.38,924.85,0.08,279379.9,0.0614,1274.42,0.9151,0.166,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0652,2018-Q4,"Phoenix, AZ",duplex,2,398688,40000,1656.93,0.1177,4586.74,3065.44,4119.94,4364.26,0.08,299582.81,0.0533,3.25,0.8745,0.2132,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0653,2019-Q1,"Tampa, FL",triplex,3,588578,40000,2174.9,0.0954,6263.82,2512.89,5123.12,4581.66,0.08,455907.33,0.0792,3632.09,0.8809,-0.0323,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0654,2020-Q2,"Kansas City, MO",fourplex,4,387795,5000,3331.4,0.0854,3630.4,3140.85,8755.33,4104.14,0.08,250584.79,0.0735,12144.06,0.8895,0.0561,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0655,2021-Q3,"Columbus, OH",small_multifamily,8,662527,15000,7150.85,0.0967,12914.15,3947.13,10117.37,7862.39,0.08,385568.13,0.0537,30209.49,0.8722,0.2154,held,Synthetic fixture for model validation and backtesting examples.
HD-0656,2022-Q4,"Charlotte, NC",single_family,1,809840,5000,1135.98,0.111,8265.31,5436.13,1405.96,2241.31,0.08,521403.12,0.0652,-5132.65,0.8658,-0.0579,held,Synthetic fixture for model validation and backtesting examples.
HD-0657,2023-Q1,"Atlanta, GA",duplex,2,660304,25000,2234.72,0.0733,7325.64,3593.31,4330.19,3910.93,0.08,476409.01,0.0772,3192.56,0.9254,0.0228,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0658,2024-Q2,"Indianapolis, IN",triplex,3,898830,40000,2500.91,0.098,18916.4,4272.58,2824.13,2810.58,0.08,626858.0,0.054,-4437.09,0.8644,-0.0456,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0659,2018-Q3,"Dallas, TX",fourplex,4,435295,10000,3381.67,0.0458,5466.29,2087.26,4115.03,8131.73,0.08,311680.96,0.0644,17583.71,0.988,0.0508,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0660,2019-Q4,"Jacksonville, FL",small_multifamily,8,692241,10000,7191.03,0.096,14886.18,2885.82,16083.32,14721.01,0.08,412988.08,0.0558,25045.25,0.8979,0.05,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0661,2020-Q1,"San Antonio, TX",single_family,1,469870,90000,904.48,0.0676,5448.79,2722.4,2157.05,2210.95,0.08,365798.22,0.0784,-3761.22,0.9159,-0.0041,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0662,2021-Q2,"Raleigh, NC",duplex,2,776267,15000,1724.9,0.1038,11319.55,3655.01,2486.89,2488.59,0.08,502835.83,0.0538,-2691.17,0.9135,-0.0771,held,Synthetic fixture for model validation and backtesting examples.
HD-0663,2022-Q3,"Cleveland, OH",triplex,3,479156,25000,2323.99,0.0548,4724.98,2560.37,3591.14,3743.82,0.08,342332.26,0.0726,11177.76,0.9511,0.1622,held,Synthetic fixture for model validation and backtesting examples.
HD-0664,2023-Q4,"Phoenix, AZ",fourplex,4,732237,65000,3258.59,0.0622,8466.57,6383.43,6392.45,9937.66,0.08,515720.31,0.0531,2254.36,0.9167,0.0181,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0665,2024-Q1,"Tampa, FL",small_multifamily,8,452301,15000,6775.13,0.0839,4098.03,2940.64,8667.85,19575.73,0.08,260993.16,0.0666,33568.92,0.8817,0.0212,held,Synthetic fixture for model validation and backtesting examples.
HD-0666,2018-Q2,"Kansas City, MO",single_family,1,284740,90000,1088.7,0.0583,5352.54,1737.55,1679.03,1401.08,0.08,258883.04,0.062,1229.54,0.9691,0.0564,held,Synthetic fixture for model validation and backtesting examples.
HD-0667,2019-Q3,"Columbus, OH",duplex,2,867995,5000,1559.43,0.0359,8998.3,4859.54,3725.28,3194.18,0.08,514319.8,0.0553,-4784.49,1.0033,0.0307,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0668,2020-Q4,"Charlotte, NC",triplex,3,310040,15000,1892.3,0.0391,4016.81,1616.62,5589.27,6499.81,0.08,207147.34,0.0721,2711.33,0.931,0.095,held,Synthetic fixture for model validation and backtesting examples.
HD-0669,2021-Q1,"Atlanta, GA",fourplex,4,445190,90000,3771.64,0.1111,7692.77,3491.86,6521.88,5139.35,0.08,353184.28,0.0652,13047.7,0.867,0.1518,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0670,2022-Q2,"Indianapolis, IN",small_multifamily,8,706626,90000,4799.25,0.0825,14377.96,5502.23,15435.0,9835.41,0.08,452438.84,0.0811,2913.92,0.915,-0.0761,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0671,2023-Q3,"Dallas, TX",single_family,1,588764,10000,1147.11,0.1042,11128.13,4027.46,1338.7,2411.01,0.08,426893.49,0.0706,-8507.5,0.8733,-0.0483,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0672,2024-Q4,"Jacksonville, FL",duplex,2,601308,25000,2387.07,0.0786,11509.2,2839.19,2577.95,2325.43,0.08,388714.15,0.0777,5298.82,0.941,-0.0358,held,Synthetic fixture for model validation and backtesting examples.
HD-0673,2018-Q1,"San Antonio, TX",triplex,3,507248,5000,2284.89,0.0374,8929.85,3267.78,3815.43,7149.25,0.08,291640.9,0.0632,978.65,0.9493,0.0707,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0674,2019-Q2,"Raleigh, NC",fourplex,4,752779,15000,2680.11,0.0675,15856.73,3583.65,4660.92,4730.53,0.08,471003.94,0.069,-1248.95,0.9442,-0.0472,held,Synthetic fixture for model validation and backtesting examples.
HD-0675,2020-Q3,"Cleveland, OH",small_multifamily,8,546478,10000,7219.69,0.0839,6614.55,3802.86,10285.15,18497.28,0.08,395593.43,0.0624,32514.18,0.9157,-0.014,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0676,2021-Q4,"Phoenix, AZ",single_family,1,364337,90000,1010.56,0.095,4643.01,1282.54,1159.11,2352.45,0.08,314895.17,0.0734,743.32,0.8902,0.1264,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0677,2022-Q1,"Tampa, FL",duplex,2,292828,10000,1922.71,0.0471,2683.93,1928.24,2735.35,2368.05,0.08,184931.43,0.0515,11189.49,0.9411,0.1759,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0678,2023-Q2,"Kansas City, MO",triplex,3,751846,40000,2986.88,0.0752,7208.17,2716.45,5556.19,4095.16,0.08,477092.1,0.0656,11921.83,0.9092,0.1526,held,Synthetic fixture for model validation and backtesting examples.
HD-0679,2024-Q3,"Columbus, OH",fourplex,4,641983,25000,3119.49,0.0814,11314.51,3304.92,6169.0,8897.6,0.08,413036.44,0.06,1962.31,0.9173,0.1192,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0680,2018-Q4,"Charlotte, NC",small_multifamily,8,713049,65000,6679.31,0.0476,10220.95,3516.52,18333.78,11772.09,0.08,433457.38,0.0681,28246.21,0.9719,0.0492,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0681,2019-Q1,"Atlanta, GA",single_family,1,388258,25000,1257.33,0.1096,6920.47,3628.25,1528.98,2433.29,0.08,277374.05,0.0578,-2290.1,0.8975,0.1864,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0682,2020-Q2,"Indianapolis, IN",duplex,2,509666,15000,1817.58,0.0947,10113.93,2191.18,4026.93,3613.32,0.08,384202.88,0.0605,-1529.81,0.9026,-0.0775,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0683,2021-Q3,"Dallas, TX",triplex,3,412525,40000,2721.81,0.0915,5341.12,2216.78,6059.1,2774.84,0.08,253151.18,0.0583,11272.94,0.8689,-0.064,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0684,2022-Q4,"Jacksonville, FL",fourplex,4,659366,65000,2785.3,0.0467,13466.49,5673.32,6411.16,9734.56,0.08,491824.45,0.0805,-6430.17,0.9479,-0.0372,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0685,2023-Q1,"San Antonio, TX",small_multifamily,8,514638,15000,5880.08,0.0651,10062.31,3932.24,11932.71,19576.41,0.08,303255.84,0.0576,14104.02,0.9298,0.0132,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0686,2024-Q2,"Raleigh, NC",single_family,1,523144,90000,1254.93,0.052,5631.11,3715.81,1321.49,1036.96,0.08,417142.08,0.0697,1452.2,0.9157,0.0328,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0687,2018-Q3,"Cleveland, OH",duplex,2,772150,25000,2166.13,0.0932,10538.51,4480.22,3106.35,4876.63,0.08,523006.38,0.0791,-1091.99,0.9273,0.15,held,Synthetic fixture for model validation and backtesting examples.
HD-0688,2019-Q4,"Phoenix, AZ",triplex,3,900092,15000,3134.46,0.0667,15365.98,8415.35,6386.78,2956.97,0.08,681171.32,0.0532,-879.5,0.9301,0.0588,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0689,2020-Q1,"Tampa, FL",fourplex,4,346986,5000,3541.31,0.0902,4627.16,1434.13,5227.23,6681.39,0.08,220413.9,0.051,19123.3,0.9259,0.1223,held,Synthetic fixture for model validation and backtesting examples.
HD-0690,2021-Q2,"Kansas City, MO",small_multifamily,8,971342,10000,7980.37,0.0466,20044.3,7438.38,8933.49,15241.47,0.08,702054.69,0.0799,35898.15,0.9226,0.1071,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0691,2022-Q3,"Columbus, OH",single_family,1,185037,10000,721.52,0.0432,2156.76,1217.42,2065.82,1610.11,0.08,109766.87,0.053,551.73,0.9841,0.2148,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0692,2023-Q4,"Charlotte, NC",duplex,2,793276,15000,2388.03,0.108,13503.99,5005.81,3581.35,2391.39,0.08,596723.11,0.0707,-851.5,0.868,0.1425,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0693,2024-Q1,"Atlanta, GA",triplex,3,758805,15000,2190.78,0.085,10452.85,4013.08,4320.45,6539.3,0.08,508166.76,0.0758,-2790.58,0.9201,0.005,held,Synthetic fixture for model validation and backtesting examples.
HD-0694,2018-Q2,"Indianapolis, IN",fourplex,4,301554,40000,3261.34,0.1109,5144.03,1139.0,8679.53,9761.9,0.08,224612.28,0.0729,6702.44,0.8892,0.2145,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0695,2019-Q3,"Dallas, TX",small_multifamily,8,957649,10000,7013.42,0.0682,9400.24,7434.68,11140.91,16405.88,0.08,607719.32,0.0726,30631.58,0.9657,0.0035,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0696,2020-Q4,"Jacksonville, FL",single_family,1,256523,90000,896.78,0.0751,4506.25,1858.32,2198.38,2140.64,0.08,232464.88,0.0533,-1448.71,0.9317,0.2066,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0697,2021-Q1,"San Antonio, TX",duplex,2,643387,5000,2073.8,0.0485,6597.95,2696.07,4415.85,3324.52,0.08,469937.37,0.0814,5277.59,0.9199,0.1398,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0698,2022-Q2,"Raleigh, NC",triplex,3,437450,65000,2889.9,0.0707,4303.11,3270.98,3180.79,6764.65,0.08,284769.96,0.0742,12594.5,0.915,0.1722,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0699,2023-Q3,"Cleveland, OH",fourplex,4,761345,25000,3523.12,0.0823,8789.22,5095.05,7401.55,5043.18,0.08,566715.22,0.0633,9461.35,0.9243,0.157,held,Synthetic fixture for model validation and backtesting examples.
HD-0700,2024-Q4,"Phoenix, AZ",small_multifamily,8,530879,10000,4769.77,0.0354,10122.28,3819.1,16882.3,11561.1,0.08,382370.66,0.0806,9100.48,0.9912,0.0784,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0701,2018-Q1,"Tampa, FL",single_family,1,783076,90000,1314.04,0.0876,12735.22,3442.54,994.02,1584.02,0.08,555719.15,0.0513,-4681.36,0.8805,0.1547,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0702,2019-Q2,"Kansas City, MO",duplex,2,742937,10000,1888.12,0.0369,14618.97,4000.22,4118.82,3049.36,0.08,476095.76,0.0778,-5008.19,0.9691,0.0064,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0703,2020-Q3,"Columbus, OH",triplex,3,797910,40000,2677.26,0.0398,14416.42,3367.73,4678.11,7103.48,0.08,511545.9,0.05,-1116.06,0.9912,-0.0017,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0704,2021-Q4,"Charlotte, NC",fourplex,4,352276,10000,3554.28,0.063,6638.81,3321.99,3949.04,6758.75,0.08,266382.37,0.0676,16736.1,0.9247,0.1705,held,Synthetic fixture for model validation and backtesting examples.
HD-0705,2022-Q1,"Atlanta, GA",small_multifamily,8,504200,25000,6429.83,0.0419,8152.17,4866.99,10229.69,7734.28,0.08,295393.1,0.0658,39031.91,0.9806,0.0495,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0706,2023-Q2,"Indianapolis, IN",single_family,1,423818,5000,988.0,0.1015,4895.21,3158.67,1431.14,1993.75,0.08,237634.56,0.0649,-1610.16,0.8929,0.0332,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0707,2024-Q3,"Dallas, TX",duplex,2,667567,40000,1793.43,0.1113,14534.9,3932.04,2342.21,3196.88,0.08,398588.18,0.0567,-6614.74,0.8941,-0.0119,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0708,2018-Q4,"Jacksonville, FL",triplex,3,270622,90000,2746.64,0.0415,2881.4,1264.85,2883.62,4378.4,0.08,252687.14,0.0571,16336.76,0.9711,0.1018,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0709,2019-Q1,"San Antonio, TX",fourplex,4,370534,5000,3140.06,0.0771,6876.31,2156.59,8724.56,5009.84,0.08,268139.08,0.0801,10156.89,0.925,0.0078,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0710,2020-Q2,"Raleigh, NC",small_multifamily,8,710531,15000,6314.71,0.0396,14711.92,5745.18,14164.96,10781.23,0.08,433009.7,0.0535,25242.82,0.9373,-0.0108,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0711,2021-Q3,"Cleveland, OH",single_family,1,575479,65000,1166.54,0.1181,10403.77,4445.23,1535.27,1082.78,0.08,425757.6,0.0501,-5621.08,0.8467,0.0353,held,Synthetic fixture for model validation and backtesting examples.
HD-0712,2022-Q4,"Phoenix, AZ",duplex,2,859366,25000,2439.84,0.0677,8230.49,4156.96,2316.4,3179.47,0.08,497031.13,0.0591,7337.09,0.9651,0.0243,held,Synthetic fixture for model validation and backtesting examples.
HD-0713,2023-Q1,"Tampa, FL",triplex,3,607550,90000,3148.3,0.0852,11448.84,3472.84,6182.81,4783.56,0.08,452247.0,0.0731,6408.55,0.9191,-0.0629,held,Synthetic fixture for model validation and backtesting examples.
HD-0714,2024-Q2,"Kansas City, MO",fourplex,4,591380,90000,3542.42,0.071,10851.74,5025.89,5056.56,9745.95,0.08,447998.13,0.0818,5118.9,0.953,0.1923,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0715,2018-Q3,"Columbus, OH",small_multifamily,8,717721,5000,7305.13,0.0601,11787.9,2692.13,10271.82,10639.97,0.08,439138.33,0.0706,44360.42,0.9454,-0.0763,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0716,2019-Q4,"Charlotte, NC",single_family,1,521581,90000,956.25,0.0743,7677.06,3406.89,2252.24,1668.33,0.08,455135.42,0.0562,-4400.51,0.9575,0.2017,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0717,2020-Q1,"Atlanta, GA",duplex,2,798235,15000,2261.88,0.0569,15348.11,4140.46,3185.8,2527.74,0.08,479917.56,0.0778,-1744.57,0.9178,-0.0102,held,Synthetic fixture for model validation and backtesting examples.
HD-0718,2021-Q2,"Indianapolis, IN",triplex,3,786333,90000,2541.46,0.082,9407.2,7616.48,6866.28,7381.36,0.08,485231.87,0.0769,-6207.96,0.926,0.0821,held,Synthetic fixture for model validation and backtesting examples.
HD-0719,2022-Q3,"Dallas, TX",fourplex,4,656718,5000,3122.87,0.0784,7933.63,3689.2,5679.61,8865.23,0.08,427253.46,0.0702,6364.37,0.9302,-0.0371,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0720,2023-Q4,"Jacksonville, FL",small_multifamily,8,807788,15000,7802.34,0.0669,17167.3,4371.27,7548.96,11914.26,0.08,507578.5,0.054,40666.52,0.9577,-0.0481,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0721,2024-Q1,"San Antonio, TX",single_family,1,720608,65000,1451.87,0.0844,9708.53,3528.56,2063.02,952.16,0.08,563312.16,0.0616,-1858.97,0.9523,-0.0565,held,Synthetic fixture for model validation and backtesting examples.
