comp_id,market,address,bedrooms,bathrooms,square_feet,unit_count,monthly_rent,concession_pct,days_on_market,distance_miles,condition_score,source,confidence,notes
RC-0300,"Jacksonville, FL",399 Fixture Rent St,4,1.5,2183,1,2792.17,0.0044,32,2.84,6.0,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0301,"San Antonio, TX",400 Fixture Rent St,2,2,1164,1,1569.36,0.0077,6,3.95,4.9,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0302,"Raleigh, NC",401 Fixture Rent St,3,1,2692,1,3001.49,0.0219,22,7.17,8.3,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0303,"Cleveland, OH",402 Fixture Rent St,1,3,2260,1,3201.65,0.0497,50,6.52,8.5,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0304,"Phoenix, AZ",403 Fixture Rent St,1,2.5,2741,1,5511.99,0.0617,12,4.73,8.5,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0305,"Tampa, FL",404 Fixture Rent St,2,2,737,1,1082.77,0.0489,35,7.46,9.1,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0306,"Kansas City, MO",405 Fixture Rent St,8,2,2200,2,3189.6,0.0286,18,7.16,6.3,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0307,"Columbus, OH",406 Fixture Rent St,2,2,2759,1,4988.73,0.0328,5,6.74,6.5,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0308,"Charlotte, NC",407 Fixture Rent St,3,2.5,954,1,1770.26,0.019,19,0.17,8.2,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0309,"Atlanta, GA",408 Fixture Rent St,2,1,1930,1,2122.7,0.0252,74,5.31,6.9,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0310,"Indianapolis, IN",409 Fixture Rent St,2,2,4948,2,7930.13,0.0152,30,5.57,6.5,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0311,"Dallas, TX",410 Fixture Rent St,4,1,3288,4,6392.51,0.0035,39,6.15,6.5,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0312,"Jacksonville, FL",411 Fixture Rent St,4,3,1536,1,2718.53,0.042,74,0.88,7.3,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0313,"San Antonio, TX",412 Fixture Rent St,4,3,2238,2,3386.2,0.0418,55,7.74,6.7,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0314,"Raleigh, NC",413 Fixture Rent St,3,2.5,1012,1,1703.13,0.0745,8,7.94,7.5,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0315,"Cleveland, OH",414 Fixture Rent St,4,2.5,4036,2,9048.36,0.0383,70,0.37,6.8,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0316,"Phoenix, AZ",415 Fixture Rent St,2,2,2582,2,5264.56,0.0358,27,3.72,6.2,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0317,"Tampa, FL",416 Fixture Rent St,2,3,5524,2,7280.25,0.0178,54,4.87,9.0,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0318,"Kansas City, MO",417 Fixture Rent St,12,2,8680,4,10189.35,0.0782,80,4.43,6.4,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0319,"Columbus, OH",418 Fixture Rent St,1,2.5,2237,1,3639.53,0.0303,68,5.81,6.6,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0320,"Charlotte, NC",419 Fixture Rent St,4,1,8128,4,15975.05,0.034,48,3.51,6.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0321,"Atlanta, GA",420 Fixture Rent St,3,1.5,2297,1,2983.05,0.0741,14,4.08,8.8,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0322,"Indianapolis, IN",421 Fixture Rent St,1,1.5,1250,1,1336.89,0.028,47,3.49,8.1,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0323,"Dallas, TX",422 Fixture Rent St,4,1,5206,2,8478.14,0.0542,15,3.09,7.7,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0324,"Jacksonville, FL",423 Fixture Rent St,4,2,5232,4,10765.25,0.0227,64,5.42,4.6,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0325,"San Antonio, TX",424 Fixture Rent St,3,2,885,1,1076.33,0.027,6,5.3,9.2,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0326,"Raleigh, NC",425 Fixture Rent St,1,3,2727,1,6114.57,0.0469,73,6.76,7.2,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0327,"Cleveland, OH",426 Fixture Rent St,8,1.5,3240,2,5425.43,0.0248,15,3.19,4.6,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0328,"Phoenix, AZ",427 Fixture Rent St,1,1,1668,1,2804.55,0.0024,13,2.4,6.0,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0329,"Tampa, FL",428 Fixture Rent St,16,2,6300,4,14068.52,0.0085,75,4.57,7.5,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0330,"Kansas City, MO",429 Fixture Rent St,2,3,2342,1,4579.81,0.0495,27,2.94,7.0,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0331,"Columbus, OH",430 Fixture Rent St,4,2,1245,1,1810.46,0.0505,10,0.13,5.1,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0332,"Charlotte, NC",431 Fixture Rent St,4,2.5,1825,1,2001.56,0.0361,16,1.56,4.9,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0333,"Atlanta, GA",432 Fixture Rent St,4,3,3312,4,6760.72,0.0681,24,6.2,6.9,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0334,"Indianapolis, IN",433 Fixture Rent St,4,1,934,1,1443.39,0.0568,17,6.81,5.5,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0335,"Dallas, TX",434 Fixture Rent St,16,3,7412,4,14643.07,0.0027,74,3.11,5.4,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0336,"Jacksonville, FL",435 Fixture Rent St,3,3,2590,1,3934.44,0.0648,39,2.49,5.2,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0337,"San Antonio, TX",436 Fixture Rent St,4,1.5,1261,1,1703.96,0.0579,34,6.96,5.6,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0338,"Raleigh, NC",437 Fixture Rent St,1,1,820,1,1083.74,0.0731,7,5.59,6.3,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0339,"Cleveland, OH",438 Fixture Rent St,4,3,4592,4,9891.65,0.061,76,3.33,6.3,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0340,"Phoenix, AZ",439 Fixture Rent St,2,1,2056,2,4313.55,0.0652,19,5.9,8.5,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0341,"Tampa, FL",440 Fixture Rent St,16,2.5,4940,4,10453.38,0.0448,30,2.39,9.1,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0342,"Kansas City, MO",441 Fixture Rent St,1,3,1800,1,2091.39,0.0083,74,5.1,6.0,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0343,"Columbus, OH",442 Fixture Rent St,2,1.5,1001,1,1888.78,0.0252,17,3.61,7.3,synthetic_fixture,0.55,Synthetic rent comp for v5 UI and validation workflows.
RC-0344,"Charlotte, NC",443 Fixture Rent St,3,2.5,2494,1,2734.08,0.0001,38,6.36,8.3,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0345,"Atlanta, GA",444 Fixture Rent St,8,3,2118,2,2975.99,0.017,5,1.66,5.7,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0346,"Indianapolis, IN",445 Fixture Rent St,4,1.5,3526,2,5033.87,0.0366,63,4.84,8.2,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0347,"Dallas, TX",446 Fixture Rent St,4,2,761,1,1002.22,0.0207,77,4.95,9.1,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0348,"Jacksonville, FL",447 Fixture Rent St,4,1.5,6360,4,8562.59,0.0315,39,0.8,8.3,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0349,"San Antonio, TX",448 Fixture Rent St,4,1,940,1,991.86,0.0179,57,6.1,6.6,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0350,"Raleigh, NC",449 Fixture Rent St,4,1.5,836,1,1226.6,0.007,7,0.74,9.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0351,"Cleveland, OH",450 Fixture Rent St,1,1.5,1859,1,2859.89,0.0258,53,0.4,8.9,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0352,"Phoenix, AZ",451 Fixture Rent St,4,2.5,2455,1,3433.84,0.048,74,3.09,7.5,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0353,"Tampa, FL",452 Fixture Rent St,4,2.5,7048,4,11703.34,0.001,34,3.3,5.0,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0354,"Kansas City, MO",453 Fixture Rent St,2,2.5,5138,2,5419.12,0.0389,31,5.27,6.0,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0355,"Columbus, OH",454 Fixture Rent St,4,2.5,5832,4,11784.92,0.0422,17,7.46,4.8,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0356,"Charlotte, NC",455 Fixture Rent St,6,3,1726,2,3868.38,0.0019,14,2.22,5.9,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0357,"Atlanta, GA",456 Fixture Rent St,4,2.5,2018,1,4175.34,0.0223,32,1.94,7.6,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0358,"Indianapolis, IN",457 Fixture Rent St,12,2,9268,4,20685.36,0.0752,32,4.58,5.0,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0359,"Dallas, TX",458 Fixture Rent St,3,1.5,1514,1,2910.32,0.0725,10,2.56,7.8,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0360,"Jacksonville, FL",459 Fixture Rent St,3,1.5,2225,1,4009.03,0.0575,17,7.66,7.4,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0361,"San Antonio, TX",460 Fixture Rent St,8,1.5,3228,2,3791.35,0.0769,41,6.13,7.8,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0362,"Raleigh, NC",461 Fixture Rent St,8,1.5,10712,4,20472.65,0.0634,74,6.6,8.5,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0363,"Cleveland, OH",462 Fixture Rent St,2,2.5,1647,1,3380.82,0.0527,52,4.47,7.6,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0364,"Phoenix, AZ",463 Fixture Rent St,2,1,1638,1,2257.45,0.0716,64,7.35,6.3,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0365,"Tampa, FL",464 Fixture Rent St,2,2.5,1348,2,2006.3,0.0698,43,3.75,5.1,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0366,"Kansas City, MO",465 Fixture Rent St,1,2.5,2241,1,2719.45,0.0558,78,4.5,5.4,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0367,"Columbus, OH",466 Fixture Rent St,2,3,2260,1,3192.73,0.0428,79,3.64,5.0,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0368,"Charlotte, NC",467 Fixture Rent St,2,3,2127,1,3473.81,0.0574,35,5.33,6.7,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0369,"Atlanta, GA",468 Fixture Rent St,2,2,2268,1,3463.33,0.0258,80,6.69,7.5,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0370,"Indianapolis, IN",469 Fixture Rent St,4,1,5444,4,8260.27,0.0038,13,6.29,8.2,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0371,"Dallas, TX",470 Fixture Rent St,4,1,990,1,2011.26,0.0332,77,3.73,7.1,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0372,"Jacksonville, FL",471 Fixture Rent St,4,1.5,11024,4,12658.65,0.0001,74,4.14,7.6,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0373,"San Antonio, TX",472 Fixture Rent St,1,3,2187,1,4480.4,0.0682,64,1.11,7.7,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0374,"Raleigh, NC",473 Fixture Rent St,1,2.5,1730,1,3197.68,0.0541,62,7.59,5.7,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0375,"Cleveland, OH",474 Fixture Rent St,1,3,1948,1,3739.32,0.0111,12,6.2,7.0,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0376,"Phoenix, AZ",475 Fixture Rent St,1,3,735,1,1133.95,0.0582,53,6.59,5.1,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0377,"Tampa, FL",476 Fixture Rent St,4,2,769,1,950.98,0.0612,58,4.9,6.5,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0378,"Kansas City, MO",477 Fixture Rent St,16,2.5,3680,4,5691.46,0.0219,34,1.26,8.2,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0379,"Columbus, OH",478 Fixture Rent St,12,1.5,6336,4,11660.19,0.0631,71,1.28,8.7,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0380,"Charlotte, NC",479 Fixture Rent St,4,2.5,2132,2,2685.82,0.0467,80,6.78,7.2,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0381,"Atlanta, GA",480 Fixture Rent St,4,2,1413,1,2014.41,0.0207,69,2.3,9.0,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0382,"Indianapolis, IN",481 Fixture Rent St,2,1,4862,2,8064.87,0.0247,31,1.84,6.5,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0383,"Dallas, TX",482 Fixture Rent St,16,2.5,3000,4,4303.71,0.0068,45,2.61,6.1,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0384,"Jacksonville, FL",483 Fixture Rent St,2,2.5,2241,1,4231.73,0.0425,9,1.46,6.2,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0385,"San Antonio, TX",484 Fixture Rent St,3,2.5,714,1,1360.8,0.0763,62,1.43,6.4,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0386,"Raleigh, NC",485 Fixture Rent St,4,1.5,4538,2,8712.12,0.0152,68,2.45,7.0,synthetic_fixture,0.55,Synthetic rent comp for v5 UI and validation workflows.
RC-0387,"Cleveland, OH",486 Fixture Rent St,16,2.5,7832,4,11463.23,0.0616,61,7.76,8.2,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0388,"Phoenix, AZ",487 Fixture Rent St,3,2,2652,1,5498.28,0.0054,21,2.11,6.6,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0389,"Tampa, FL",488 Fixture Rent St,2,2.5,913,1,1483.97,0.0771,61,0.19,7.8,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0390,"Kansas City, MO",489 Fixture Rent St,4,2.5,2259,1,4968.47,0.0083,23,2.98,7.1,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0391,"Columbus, OH",490 Fixture Rent St,1,3,1490,1,1936.39,0.0034,53,7.65,4.7,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0392,"Charlotte, NC",491 Fixture Rent St,2,3,1330,1,2399.23,0.0373,24,6.42,4.7,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0393,"Atlanta, GA",492 Fixture Rent St,8,2.5,11196,4,14479.42,0.0184,57,7.85,8.1,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0394,"Indianapolis, IN",493 Fixture Rent St,4,1.5,1261,1,1602.32,0.0005,60,6.78,7.1,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0395,"Dallas, TX",494 Fixture Rent St,2,2.5,3374,2,6901.6,0.0546,23,3.97,7.8,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0396,"Jacksonville, FL",495 Fixture Rent St,2,3,2270,1,3272.2,0.0585,44,2.89,4.9,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0397,"San Antonio, TX",496 Fixture Rent St,1,3,2138,1,4515.46,0.0092,41,5.54,8.1,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0398,"Raleigh, NC",497 Fixture Rent St,2,1,2408,1,5062.91,0.001,56,0.18,6.6,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0399,"Cleveland, OH",498 Fixture Rent St,2,1,806,1,994.8,0.0564,27,5.39,7.7,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0400,"Phoenix, AZ",499 Fixture Rent St,3,1.5,1458,1,3273.09,0.0459,58,6.16,5.2,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0401,"Tampa, FL",500 Fixture Rent St,4,1.5,1108,1,2321.75,0.0099,57,4.94,8.4,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0402,"Kansas City, MO",501 Fixture Rent St,1,2,687,1,926.4,0.0299,35,0.61,4.6,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0403,"Columbus, OH",502 Fixture Rent St,2,1,3460,2,6042.34,0.0549,39,2.39,8.0,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0404,"Charlotte, NC",503 Fixture Rent St,1,2.5,1998,1,3845.43,0.0326,21,4.68,6.4,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0405,"Atlanta, GA",504 Fixture Rent St,12,1,2656,4,4657.61,0.0095,3,2.61,4.6,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0406,"Indianapolis, IN",505 Fixture Rent St,4,1,4704,2,5496.43,0.0264,23,5.7,6.3,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0407,"Dallas, TX",506 Fixture Rent St,1,2,1195,1,2202.13,0.0403,73,1.63,6.6,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0408,"Jacksonville, FL",507 Fixture Rent St,3,1,1612,1,2369.33,0.0764,42,4.03,6.4,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0409,"San Antonio, TX",508 Fixture Rent St,1,1,2141,1,2368.09,0.0093,45,6.23,8.3,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0410,"Raleigh, NC",509 Fixture Rent St,4,2.5,2786,2,4473.22,0.0032,13,7.87,5.8,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0411,"Cleveland, OH",510 Fixture Rent St,3,3,731,1,991.0,0.0713,67,0.16,8.1,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0412,"Phoenix, AZ",511 Fixture Rent St,12,1.5,9672,4,10937.95,0.0142,31,3.01,7.8,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0413,"Tampa, FL",512 Fixture Rent St,2,1,2142,1,3781.72,0.0261,48,4.55,6.6,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0414,"Kansas City, MO",513 Fixture Rent St,8,2.5,4044,4,4765.33,0.0792,73,1.87,7.8,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0415,"Columbus, OH",514 Fixture Rent St,8,2,4672,2,10352.59,0.026,16,0.79,6.3,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0416,"Charlotte, NC",515 Fixture Rent St,1,1,2553,1,5473.32,0.0703,24,1.53,8.1,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0417,"Atlanta, GA",516 Fixture Rent St,8,2,8756,4,9832.51,0.0367,12,1.13,6.9,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0418,"Indianapolis, IN",517 Fixture Rent St,16,2,6320,4,6689.33,0.0312,16,5.95,8.0,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0419,"Dallas, TX",518 Fixture Rent St,8,2.5,10448,4,18208.56,0.0084,45,5.6,8.9,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0420,"Jacksonville, FL",519 Fixture Rent St,4,3,1515,1,2537.69,0.0706,48,7.07,5.2,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0421,"San Antonio, TX",520 Fixture Rent St,4,3,10988,4,16766.33,0.0618,36,6.23,9.1,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0422,"Raleigh, NC",521 Fixture Rent St,1,1,859,1,1635.64,0.0376,66,4.74,7.4,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0423,"Cleveland, OH",522 Fixture Rent St,3,2,1783,1,2541.06,0.0222,8,3.67,7.2,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0424,"Phoenix, AZ",523 Fixture Rent St,6,2,2408,2,3642.63,0.0523,41,6.17,8.4,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0425,"Tampa, FL",524 Fixture Rent St,3,1.5,2251,1,2447.27,0.0273,68,1.75,7.4,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0426,"Kansas City, MO",525 Fixture Rent St,16,2,3484,4,5589.99,0.0405,43,3.66,8.1,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0427,"Columbus, OH",526 Fixture Rent St,2,2.5,4002,2,6202.97,0.0382,42,7.97,5.5,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0428,"Charlotte, NC",527 Fixture Rent St,2,1,2652,1,5461.02,0.0797,15,6.47,8.4,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0429,"Atlanta, GA",528 Fixture Rent St,4,2,2068,2,4355.61,0.0526,3,3.99,7.0,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0430,"Indianapolis, IN",529 Fixture Rent St,3,2,1258,1,1608.85,0.0011,27,3.33,7.3,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0431,"Dallas, TX",530 Fixture Rent St,4,1.5,8056,4,15052.97,0.0179,20,7.44,7.7,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0432,"Jacksonville, FL",531 Fixture Rent St,3,2,1299,1,2078.82,0.0647,39,5.02,5.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0433,"San Antonio, TX",532 Fixture Rent St,2,1.5,1421,1,1730.19,0.0214,65,0.69,6.5,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0434,"Raleigh, NC",533 Fixture Rent St,3,2,1645,1,3129.5,0.0276,60,7.89,4.7,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0435,"Cleveland, OH",534 Fixture Rent St,4,2,817,1,1260.87,0.0059,56,7.8,5.7,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0436,"Phoenix, AZ",535 Fixture Rent St,4,1,1772,1,3560.28,0.0613,16,4.45,5.7,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0437,"Tampa, FL",536 Fixture Rent St,1,2.5,1254,1,2035.41,0.026,59,5.91,5.0,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0438,"Kansas City, MO",537 Fixture Rent St,1,2,1620,1,2976.68,0.0309,39,3.41,7.8,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0439,"Columbus, OH",538 Fixture Rent St,3,2,1701,1,2543.29,0.0465,9,1.1,6.4,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0440,"Charlotte, NC",539 Fixture Rent St,8,3,1354,2,2233.65,0.0485,42,7.39,5.5,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0441,"Atlanta, GA",540 Fixture Rent St,4,3,4658,2,9685.8,0.0579,10,2.18,8.4,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0442,"Indianapolis, IN",541 Fixture Rent St,8,2.5,5512,4,10379.85,0.0452,21,7.59,6.5,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0443,"Dallas, TX",542 Fixture Rent St,2,1.5,1402,1,3065.24,0.005,59,3.06,6.1,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0444,"Jacksonville, FL",543 Fixture Rent St,1,2.5,2525,1,4994.22,0.0515,62,0.29,7.9,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0445,"San Antonio, TX",544 Fixture Rent St,2,3,1357,1,1487.82,0.0679,35,2.54,4.7,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0446,"Raleigh, NC",545 Fixture Rent St,8,1.5,2640,2,5662.37,0.0582,73,5.23,7.7,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0447,"Cleveland, OH",546 Fixture Rent St,2,3,947,1,1836.0,0.0736,21,0.99,8.5,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0448,"Phoenix, AZ",547 Fixture Rent St,8,1,1996,2,2478.11,0.0693,74,1.09,5.2,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0449,"Tampa, FL",548 Fixture Rent St,4,2.5,4940,2,9624.69,0.0624,43,2.36,7.1,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
